rowid,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,yearly_income
15044,46,Private,148995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
15045,40,Private,353432,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K
15046,30,Self-emp-not-inc,164190,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
15047,20,Private,105312,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
15048,49,Private,54260,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
15049,41,Self-emp-inc,75742,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,El-Salvador,>50K
15050,22,State-gov,292933,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
15051,47,Private,45857,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
15052,47,Self-emp-not-inc,315110,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
15055,35,Private,301369,12th,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
15056,57,Private,73051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15058,17,Private,270942,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico,<=50K
15060,36,Private,167482,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
15061,40,Self-emp-not-inc,280433,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
15062,57,Self-emp-not-inc,138285,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Iran,<=50K
15063,57,State-gov,399246,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1485,40,China,<=50K
15064,25,Private,299765,Some-college,10,Separated,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,<=50K
15065,56,Private,111218,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
15066,24,Private,220993,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
15067,21,Private,283757,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
15068,63,Private,216413,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
15069,51,Private,154342,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K
15070,39,Private,175681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,?,<=50K
15071,27,Private,107458,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
15073,41,Private,190885,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
15074,29,Federal-gov,59932,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
15075,29,Private,261375,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,60,United-States,<=50K
15077,24,Private,283896,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
15078,55,Private,175942,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,France,<=50K
15079,40,Local-gov,33155,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
15081,22,Private,215477,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
15082,51,Private,24344,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15084,48,Self-emp-not-inc,179337,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,England,<=50K
15085,32,Private,167531,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,15024,0,50,United-States,>50K
15086,21,Private,334618,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,99999,0,40,United-States,>50K
15087,60,Private,227332,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
15088,23,Private,195411,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
15089,37,Private,267086,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,52,United-States,<=50K
15090,23,Private,116830,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
15091,58,Private,197319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
15092,64,Private,148606,10th,6,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
15093,44,Federal-gov,306440,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15094,33,Private,129529,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
15095,38,Self-emp-not-inc,43712,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K
15096,35,Private,49749,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
15097,37,State-gov,191841,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,8614,0,40,United-States,>50K
15099,37,Private,201531,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
15100,55,Private,227856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K
15101,59,Private,530099,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,55,United-States,>50K
15103,31,Private,225053,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
15104,51,Private,35576,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
15105,30,Private,37646,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
15106,39,Local-gov,183620,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,>50K
15107,31,Private,120461,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
15108,41,Private,168293,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
15109,30,Private,94235,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
15110,31,Private,98639,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
15111,40,Private,193494,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,<=50K
15112,49,Private,23776,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
15113,45,State-gov,36032,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
15114,60,?,56248,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,1485,70,United-States,>50K
15115,43,Self-emp-not-inc,27242,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
15117,27,Federal-gov,46442,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,United-States,<=50K
15118,26,Private,314798,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
15119,64,Private,187601,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15120,38,Private,226106,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
15122,35,Private,348690,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15123,56,Federal-gov,101338,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
15125,24,Local-gov,187397,Some-college,10,Never-married,Protective-serv,Unmarried,Other,Male,1151,0,40,United-States,<=50K
15126,53,?,29231,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
15127,53,Local-gov,215990,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
15128,37,Private,329980,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15130,19,?,258026,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,16,United-States,<=50K
15131,48,Private,197683,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
15132,30,Private,185027,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
15133,67,?,102693,HS-grad,9,Widowed,?,Not-in-family,White,Male,1086,0,35,United-States,<=50K
15134,36,Local-gov,293358,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,48,United-States,<=50K
15135,29,Local-gov,148182,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
15136,35,State-gov,318891,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
15137,26,Private,164583,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
15138,43,Private,220609,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
15139,29,Private,93662,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,24,United-States,<=50K
15140,47,Private,158286,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
15141,40,Self-emp-not-inc,403550,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
15142,41,Private,69333,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
15143,27,Private,94064,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
15144,48,Private,69586,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
15145,36,Private,65624,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
15146,53,Local-gov,164300,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Dominican-Republic,<=50K
15147,45,Private,191914,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,55,United-States,<=50K
15148,44,Private,167005,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,United-States,<=50K
15149,30,Self-emp-not-inc,229741,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15151,24,Private,140001,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
15152,47,Self-emp-inc,214169,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,40,United-States,>50K
15153,34,Local-gov,175856,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15154,38,State-gov,318886,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,52,United-States,<=50K
15155,50,Private,237729,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,2444,72,United-States,>50K
15156,22,Private,59924,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
15157,42,Private,66460,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
15158,44,Private,67671,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
15159,49,Private,94215,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
15161,39,Local-gov,327435,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
15162,42,State-gov,126094,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Male,0,0,39,United-States,<=50K
15163,25,State-gov,260754,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
15166,55,State-gov,120781,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
15167,45,Private,46406,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,England,>50K
15168,25,Private,130302,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
15169,30,Private,136651,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
15170,28,Private,50814,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
15171,23,Private,60409,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
15172,58,Private,188982,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,20,United-States,>50K
15173,27,?,61387,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K
15174,31,Private,207685,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,34,United-States,<=50K
15175,23,Private,148948,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
15176,44,Private,291566,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,<=50K
15177,17,Private,297246,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,9,United-States,<=50K
15178,58,Local-gov,223214,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
15180,37,Federal-gov,141029,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
15181,67,?,36135,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
15183,43,Private,102114,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
15184,35,Self-emp-inc,135436,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
15185,48,Private,55237,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
15186,40,Private,114580,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Female,0,0,40,Vietnam,<=50K
15187,22,?,165065,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,Italy,<=50K
15188,26,Private,310907,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
15189,21,Private,225823,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15190,30,Private,182771,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,15,China,<=50K
15191,30,Private,173005,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,<=50K
15193,31,Private,329874,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
15194,40,Private,167265,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
15195,30,Self-emp-not-inc,67072,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849,0,60,United-States,<=50K
15196,31,Private,126501,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15198,36,Private,343476,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
15199,19,Private,43937,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
15200,30,Private,144593,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,?,<=50K
15201,43,Private,260696,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
15203,29,Private,183523,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
15204,50,Private,558490,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
15205,38,Private,245090,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua,<=50K
15206,30,Private,91145,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
15207,25,Private,176729,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
15208,53,?,133963,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
15209,34,Private,127651,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,44,?,<=50K
15210,35,Private,335777,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,<=50K
15211,36,Self-emp-inc,242080,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,>50K
15213,50,Private,196975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
15214,31,Private,96480,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
15215,49,?,174702,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
15216,69,Private,36956,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,50,United-States,>50K
15217,23,Private,256755,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,40,Cuba,<=50K
15219,60,Federal-gov,27466,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,England,<=50K
15220,34,Private,77271,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,20,England,<=50K
15222,39,Private,284166,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1564,50,United-States,>50K
15223,58,Self-emp-not-inc,231818,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Greece,<=50K
15224,49,Private,120629,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
15225,62,Private,167652,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
15226,42,Private,230684,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,<=50K
15227,36,Private,135293,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,45,?,<=50K
15229,51,Private,95128,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15230,32,Private,195000,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15231,52,Private,190909,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15232,46,Federal-gov,349230,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,40,United-States,>50K
15235,49,Private,262116,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
